==== BLOCKS ==== 

wxl 2004$50 - 2017 fmnrjdß ui 01 jeks nodod - 2017'02'01

No. 2004/50 – WEDNESDAY, FEBRUARY 01, 2017

The Gazette of the Democratic Socialist Republic of Sri Lanka

(Published by Authority)

PART III – LANDS

Land Acquisition Notices

YS% ,xld m%cd;dka;s%l iudcjd§ ckrcfha .eiÜ m;%h

EXTRAORDINARY

w;s úfYI

This Gazette Extraordinary can be downloaded from www. documents.gov.lk1A

THE LAND ACQUISITION ACT (CHAPTER 460)

Notice under Section 7

Land Ministry No. : 4-3/6/2015/HW/290.

I hereby give notice under Sub-section (1) of Section 7 of theLand Acquisition Act, that the Government intends to acquirethe following lands which are required for a public purpose.

Description of the land to be acquired:

Lot No. E686 - E822 (Lots 91) allotments in total extent ofabout 6.0434 Hectares, of land FTP No. 4, SupplementNo. 260, Sheet No. 622 and dated 30.12.2016 prepared by theSinior - Superintendent of Survey of Hambantota District onbehalf of Survey General in the Minor Division of MagamPaththuwa in Grama Niladhari Divisions of Andarawewa(No. 109) in the village of Andarawewa in the DivisionalSecretary’s Division of Sooriyawewa in Hambantota Districtin the Southern Province.

01. Lot No. E687Name of land: -; Description: Road; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7716); Extent: 0.0391Hectare.
07. Lot No. E695Name of land: Andarayaya; Description: Chena; Claimant:State; Original Claimant: - (Encroached Cultivation byWijayamunige Megilinhami, Andarawewa, Sooriyawewa, a Partof Plot of Land No. B7703); Extent: 0.0058 Hectare.

III fldgi - Y%S ,xld m%cd;dka;%sl iudcjd§ ckrcfha w;s úfYI .eiÜ m;%h - 2017'02'01PART III - GAZETTE EXTRAORDINARY OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA – 01.02.20172A

08. Lot No. E696Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7704); Extent: 0.0154Hectare.

09. Lot No. E699Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Wanniarachchige Somawathi,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7705);Extent: 0.0041 Hectare.

10. Lot No. E700Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (a Part of Plot of LandNo. B7705); Extent: 0.0386 Hectare.

11. Lot No. E701Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Ruwan Darsana Hettiarachchi,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7705);Extent: 0.0024 Hectare.

12. Lot No. E702Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Wijayamunige John, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7743); Extent: 0.0273Hectare.

13. Lot No. E703Name of land: -; Description: Road; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7743); Extent: 0.0746Hectare.

14. Lot No. E704Name of land: Andarayaya; Description: Paddy Field;Claimant: State; Original Claimant: - (Encroached Cultivationby Peramuna Arachchige Susantha, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7743); Extent: 0.0038Hectare.

15. Lot No. E705Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (Encroached Cultivationby Peramuna Arachchige Susantha, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7743); Extent: 0.0115Hectare.

16. Lot No. E706Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (Encroached Cultivationby Mahindha Weerasanha, Andarawewa, Sooriyawewa, a Partof Plot of Land No. B7743); Extent: 0.0061 Hectare.

17. Lot No. E707Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7743); Extent: 0.0122Hectare.

18. Lot No. E708Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (Encroached Cultivationby Peramuna Arachchige Susantha, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7743); Extent: 0.0272Hectare.

19. Lot No. E709Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (a Part of Plot of LandNo. B7743); Extent: 0.0046 Hectare.

20. Lot No. E710Name of land: Andarayaya; Description: Scrub; Claimant:State; Original Claimant: - (a Part of Plot of Land No. B7743);Extent: 0.0014 Hectare.

21. Lot No. E711Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7743); Extent: 0.0028Hectare.

22. Lot No. E712Name of land: Andarayaya; Description: Scrub; Claimant:State; Original Claimant: - (a Part of Plot of Land No. B7743);Extent: 0.0097 Hectare.

23. Lot No. E713Name of land: -; Description: Road; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7743); Extent: 0.0011Hectare.

24. Lot No. E714Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7743); Extent: 0.0003Hectare.

25. Lot No. E721Name of land: Andarayaya; Description: Contains a Garden,Mixed Cultivation about 20-30 Years Old; Claimant: State;Original Claimant: - (Encroached Cultivation by MarappuligeSugathapala, Andarawewa, Sooriyawewa, a Part of Plot ofLand No. B7743); Extent: 0.0385 Hectare.

26. Lot No. E722Name of land: -; Description: Road; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7743); Extent: 0.0188Hectare.

3AIII fldgi - Y%S ,xld m%cd;dka;%sl iudcjd§ ckrcfha w;s úfYI .eiÜ m;%h - 2017'02'01PART III - GAZETTE EXTRAORDINARY OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA – 01.02.2017

27. Lot No. E723Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7743); Extent: 0.0011Hectare.

28. Lot No. E724Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7812); Extent: 0.0025Hectare.

29. Lot No. E725Name of land: Andarayaya; Description: Chena; Claimant:State; Original Claimant: - (Encroached Cultivation byPallaththara Gamage Nimal Thilakasiri, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7812); Extent: 0.0047Hectare.

30. Lot No. E729Name of land: Andarayaya; Description: Contains a Garden,Plantian Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Siriwardhana Hewage Andarayas,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7809);Extent: 0.0416 Hectare.

31. Lot No. E730Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Abedheera LiyanaarachchigeJayarathna, Andarawewa, Sooriyawewa, a Part of Plot of LandNo. B7809); Extent: 0.0114 Hectare.

32. Lot No. E731Name of land: -; Description: Road; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7809); Extent: 0.0667Hectare.

33. Lot No. E732Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7810); Extent: 0.0279Hectare.

34. Lot No. E733Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (a Part of Plot of LandNo. B7811, Land Reserved along Canal); Extent: 0.0518 Hectare.

35. Lot No. E735Name of land: Andarayaya; Description: Contains a Garden,Mixed Cultivation about 20-30 Years Old; Claimant: State;Original Claimant: - (Encroached Cultivation by WanigaBaduge Thanuja Sandhamali, Andarawewa, Sooriyawewa, aPart of Plot of Land No. B7806, Land Reserved along Canal);Extent: 0.0057 Hectare.

36. Lot No. E736Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7806, Land Reservedalong Canal); Extent: 0.0087 Hectare.

37. Lot No. E737Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Siriwardhana Hewage Andarayas,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7806,Land Reserved along Canal); Extent: 0.0022 Hectare.

38. Lot No. E738Name of land: Andarayaya; Description: Wetland; Claimant:State; Original Claimant: - (Encroached Cultivation by WanigaBaduge Thanuja Sandhamali, Andarawewa, Sooriyawewa, aPart of Plot of Land No. B7806, Land Reserved along Canal);Extent: 0.0017 Hectare.

39. Lot No. E739Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Siriwardhana Hewage Andarayas,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7777,Land Reserved along Canal); Extent: 0.0076 Hectare.

40. Lot No. E740Name of land: Andarayaya; Description: Contains a Garden,Mixed Cultivation about 20-30 Years Old; Claimant: State;Original Claimant: - (Encroached Cultivation by MarappuligeSugathapala, Andarawewa, Sooriyawewa, a Part of Plot ofLand No. B7777, Land Reserved along Canal); Extent: 0.0076Hectare.

41. Lot No. E741Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7777, Land Reservedalong Canal); Extent: 0.0059 Hectare.

42. Lot No. E742Name of land: Andarayaya; Description: Wetland; Claimant:State; Original Claimant: - (Encroached Cultivation by WanigaBaduge Thanuja Sandhamali, Andarawewa, Sooriyawewa, aPart of Plot of Land No. B7777, Land Reserved along Canal);Extent: 0.0044 Hectare.

43. Lot No. E745Name of land: Andarayaya; Description: open WasteLand; Claimant: State; Original Claimant: - (EncroachedCultivation by Peramuna Arachchige Susantha, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7552, Land Reservedalong Canal); Extent: 0.0597 Hectare.

III fldgi - Y%S ,xld m%cd;dka;%sl iudcjd§ ckrcfha w;s úfYI .eiÜ m;%h - 2017'02'01PART III - GAZETTE EXTRAORDINARY OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA – 01.02.20174A

44. Lot No. E746Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7552); Extent: 0.0313Hectare.

45. Lot No. E747Name of land: Andarayaya; Description: Contains a Garden,Mixed Cultivation about 20-30 Years Old; Claimant: State;Original Claimant: - (Encroached Cultivation by MarppuligeSugathapala, Andarawewa, Sooriyawewa, a Part of Plot ofLand No. B7552, Land Reserved along Canal); Extent: 0.0715Hectare.

46. Lot No. E749Name of land: -; Description: Road; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7552); Extent: 0.0037Hectare.

47. Lot No. E750Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (Encroached Cultivationby Peramuna Arachchige Susantha, Andarawewa, Sooriya-wewa, a Part of Plot of Land No. B7692, Land Reserved alongCanal); Extent: 0.0119 Hectare.

48. Lot No. E751Name of land: Andarayaya; Description: Paddy Field;Claimant: State; Original Claimant: - (Encroached Cultivationby Peramuna Arachchige Susantha, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7692, Land Reservedalong Canal); Extent: 0.0132 Hectare.

49. Lot No. E752Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B7692); Extent: 0.0107Hectare.

50. Lot No. E753Name of land: Andarayaya; Description: Paddy Field;Claimant: State; Original Claimant: - (Encroached Cultivationby Wijayamunige Megilinhami, Andarawewa, Sooriyawewa,a Part of Plot of Land No. B7692, Land Reserved along Canal);Extent: 0.0027 Hectare.

51. Lot No. E755Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (a Part of Plot of Land No.B7710); Extent: 0.0129 Hectare.

52. Lot No. E756Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (a Part of Plot of Land No.B7710); Extent: 0.0196 Hectare.

53. Lot No. E758Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Wijayamunige John, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7710); Extent: 0.0018Hectare.

54. Lot No. E759Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Wijayamunige Jayantha, Andara-wewa, Sooriyawewa, a Part of Plot of Land No. B7710); Extent:0.0067 Hectare.

55. Lot No. E761Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Colombo MuhandhiramgePremasiri, Andarawewa, Sooriyawewa, a Part of Plot of LandNo. B7706, Land Reserved along Canal); Extent: 0.0237 Hectare.

56. Lot No. E762Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Ellewala Pahalage Jasalin, Andarawewa, Sooriyawewa, a Partof Plot of Land No. B7707, Land Reserved along Canal); Extent:0.0254 Hectare.

57. Lot No. E763Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Ellewala Pahalage Jasalin, Andarawewa, Sooriyawewa, a Partof Plot of Land No. B7707); Extent: 0.1196 Hectare.

58. Lot No. E766Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Nammuni Arachchige Gamini Somasiri, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7708); Extent: 0.1413Hectare.

59. Lot No. E767Name of land: Andarayaya; Description: Paddy Field;Claimant: State; Original Claimant: - (Nammuni ArachchigeGamini Somasiri, Andarawewa, Sooriyawewa, a Part of Plot ofLand No. B7708); Extent: 0.2049 Hectare.

60. Lot No. E770Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Nammuni Arachchige Megilinhami, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7708 and B7709);Extent: 0.3868 Hectare.

5AIII fldgi - Y%S ,xld m%cd;dka;%sl iudcjd§ ckrcfha w;s úfYI .eiÜ m;%h - 2017'02'01PART III - GAZETTE EXTRAORDINARY OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA – 01.02.2017

61. Lot No. E773Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Wanni Arachchige Somawathi, Andarawewa, Sooriyawewa,a Part of Plot of Land No. B7713); Extent: 0.3941 Hectare.

62. Lot No. E776Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Ruwan Darsana Hettiarachchi, Andarawewa, Sooriyawewa,a Part of Plot of Land No. B7714); Extent: 0.1368 Hectare.

63. Lot No. E777Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (Encroached Cultivationby Hathiringe Pradeep Weerasingha, Andarawewa, Sooriya-wewa, a Part of Plot of Land No. B7718, Land Reserved alongCanal); Extent: 0.0039 Hectare.

64. Lot No. E778Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Encroached Cultivation by Hathiringe Pradeep Weerasingha,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7718,Land Reserved along Canal); Extent: 0.1367 Hectare.

65. Lot No. E781Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Wijayamunige Jayantha, Andarawewa, Sooriyawewa, a Partof Plot of Land No. B7741, Land Reserved along Canal); Extent:0.1243 Hectare.

66. Lot No. E782Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (Wijayamunige Jayantha,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7741);Extent: 0.0045 Hectare.

67. Lot No. E784Name of land: Andarayaya; Description: Papaw Cultivation;Claimant: State; Original Claimant: - (RanaweeraGamaarachchige Santha Kularathna, Andarawewa,Sooriyawewa, a Part of Plot of Land Nos. B7698 and B7697);Extent: 0.0143 Hectare.

68. Lot No. E785Name of land: Andarayaya; Description: Chena; Claimant:State; Original Claimant: - (Gamaethige Raweendra BandhulaHarischandra, Andarawewa, Sooriyawewa, a Part of Plot ofLand No. B7697); Extent: 0.2468 Hectare.

69. Lot No. E788Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -

(Gamage Gunadhasa, Andarawewa, Sooriyawewa, a Part ofPlot of Land Nos. B7697 and B7744); Extent: 0.3074 Hectare.

70. Lot No. E789Name of land: Andarayaya; Description: Paddy Field;Claimant: State; Original Claimant: - (Gamage Gunadhasa,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7744);Extent: 0.1569 Hectare.

71. Lot No. E790Name of land: Andarayaya; Description: Chena; Claimant:State; Original Claimant: - (Wijayamunige John, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7742); Extent: 0.2169Hectare.

72. Lot No. E793Name of land: Andarayaya; Description: Paddy Field;Claimant: State; Original Claimant: - (Mahindha Weerasangha,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7745);Extent: 0.2136 Hectare.

73. Lot No. E794Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (Mahindha Weerasangha,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7745);Extent: 0.1247 Hectare.

74. Lot No. E796Name of land: Andarayaya; Description: Contains a Garden,Mixed Cultivation about 20-30 Years Old; Claimant: State;Original Claimant: - (Marappulige Sugathapala, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7776); Extent: 0.3351Hectare.

75. Lot No. E797Name of land: Andarayaya; Description: Paddy Field;Claimant: State; Original Claimant: - (Marappulige Sugathapala,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7776);Extent: 0.2518 Hectare.

76. Lot No. E799Name of land: Andarayaya; Description: Wetland; Claimant:State; Original Claimant: - (Wniga Banduge ThanujaSandhamali, Andarawewa, Sooriyawewa, a Part of Plot of LandNo. B7778); Extent: 0.0561 Hectare.

77. Lot No. E800Name of land: Andarayaya; Description: Contains a Garden,Mixed Cultivation about 20-30 Years Old; Claimant: State;Original Claimant: - (Waniga Banduge Thanuja Sandhamali,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7778);Extent: 0.0281 Hectare.

III fldgi - Y%S ,xld m%cd;dka;%sl iudcjd§ ckrcfha w;s úfYI .eiÜ m;%h - 2017'02'01PART III - GAZETTE EXTRAORDINARY OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA – 01.02.20176A

78. Lot No. E801Name of land: Andarayaya; Description: Contains a Garden,Plantian Cultivation; Claimant: State; Original Claimant: -(Siriwardhana Hewage Andarayas, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7808); Extent: 0.6652Hectare.

79. Lot No. E804Name of land: Andarayaya; Description: Contains a Garden,Plantian Cultivation; Claimant: State; Original Claimant: -(Abedheera Liyanaarachchige Jayantha, Andarawewa,Sooriyawewa, a Part of Plot of Land Nos. D8189 and B7808);Extent: 0.1450 Hectare.

80. Lot No. E805Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (Garusinghage Sriyani,Andarawewa, Sooriyawewa, a Part of Plot of Land No. D8210);Extent: 0.0005 Hectare.

81. Lot No. E806Name of land: Andarayaya; Description: Contains a Garden,Plantain Cultivation; Claimant: State; Original Claimant: -(Garusinghage Sriyani, Andarawewa, Sooriyawewa, a Part ofPlot of Land No. D8210); Extent: 0.0117 Hectare.

82. Lot No. E807Name of land: Andarayaya; Description: Contains a Garden,Plantian Cultivation; Claimant: State; Original Claimant: -(Peewasiri Narayana Wedhaarachchige Dinesika Ruwanmali,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7818);Extent: 0.2191 Hectare.

83. Lot No. E808Name of land: Andarayaya; Description: Open Waste Land;Claimant: State; Original Claimant: - (Peewasiri NarayanaWedhaarachchige Dinesika Ruwanmali, Andarawewa,Sooriyawewa, a Part of Plot of Land No. B7818); Extent: 0.0037Hectare.

84. Lot No. E809Name of land: Andarayaya; Description: Chena; Claimant:State; Original Claimant: - (Rathran Arakattu PatabedhiLisinona, Andarawewa, Sooriyawewa, a Part of Plot of LandNos. B7816 and B7819); Extent: 0.1433 Hectare.

85. Lot No. E810Name of land: Andarayaya; Description: Chena; Claimant:State; Original Claimant: - (Pallaththara Gamage NimalThilakasiri, Andarawewa, Sooriyawewa, a Part of Plot of LandNos. B7813 and B7816); Extent: 0.0421 Hectare.

86. Lot No. E815Name of land: Andarayaya; Description: Scrub; Claimant:State; Original Claimant: - (a Part of Plot of Land No. B8398);Extent: 0.0450 Hectare.

87. Lot No. E816Name of land: -; Description: Road; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B8398); Extent: 0.0048Hectare.

88. Lot No. E817Name of land: -; Description: Canal; Claimant: State; OriginalClaimant: - (a Part of Plot of Land No. B8398); Extent: 0.0106Hectare.

89. Lot No. E818Name of land: Andarayaya; Description: Scrub; Claimant:State; Original Claimant: - (a Part of Plot of Land No. B8398);Extent: 0.0104 Hectare.

90. Lot No. E820Name of land: Andarayaya; Description: Paddy Field;Claimant: State; Original Claimant: - (Aluthdhurage Kusumsiri,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7711);Extent: 0.0824 Hectare.

91. Lot No. E821Name of land: Andarayaya; Description: Paddy Field;Claimant: State; Original Claimant: - (Aluthdhurage Kusumsiri,Andarawewa, Sooriyawewa, a Part of Plot of Land No. B7711);Extent: 0.0732 Hectare.

All persons interested in the aforesaid lands are herebyrequired to appear personally or by agent duly authorized inwriting, before me at Divisional Secretariat office ofSooriyawewa on 02.03.2017 at 9.30 a.m and are herebyrequested to notify to me in writing (in duplicate) on or beforethe 23.02.2017 the nature of their interests in the land, theparticulars of their claims for compensation for the acquisitionof the said lands, the amount of compensation and the detailsof the computation of such amount.

NAMAL INDIKA LIYANAGE,Divisional Secretary & Acquiring Officer,

Sooriyawewa.

Divisional Secretary’s Office,Sooriyawewa,31st January, 2017.

02 - 652

PRINTED AT THE DEPARTMENT OF GOVERNMENT PRINTING, SRI LANKA.
